game_id,game_dt,home_team,away_team,goal_scorer_team,goal_min,goal_ind,score,result
223,18/01/2020 09:00,Man City,Crystal Palace,MC,87,1,,2 - 2
223,18/01/2020 09:00,Man City,Crystal Palace,CP,90,1,2 - 2,2 - 2
224,18/01/2020 09:00,Norwich,Bournemouth,NOR,33,1,,1 - 0
224,18/01/2020 09:00,Norwich,Bournemouth,BOU,90,0,1 - 0,1 - 0
225,18/01/2020 09:00,Southampton,Wolves,SOU,15,1,,2 - 3
225,18/01/2020 09:00,Southampton,Wolves,SOU,35,1,,2 - 3
225,18/01/2020 09:00,Southampton,Wolves,WOL,53,1,,2 - 3
225,18/01/2020 09:00,Southampton,Wolves,WOL,65,1,,2 - 3
225,18/01/2020 09:00,Southampton,Wolves,WOL,76,1,2 - 3,2 - 3
226,18/01/2020 09:00,West Ham,Everton,WHU,40,1,,1 - 1
226,18/01/2020 09:00,West Ham,Everton,EVE,44,1,1 - 1,1 - 1
227,18/01/2020 11:30,Newcastle,Chelsea,NEW,90,1,,1 - 0
227,18/01/2020 11:30,Newcastle,Chelsea,CHE,90,0,1 - 0,1 - 0
228,19/01/2020 08:00,Burnley,Leicester,LC,33,1,,2 - 1
228,19/01/2020 08:00,Burnley,Leicester,BUR,56,1,,2 - 1
228,19/01/2020 08:00,Burnley,Leicester,BUR,79,1,2 - 1,2 - 1
229,19/01/2020 10:30,Liverpool,Man Utd,LIV,14,1,,2 - 0
229,19/01/2020 10:30,Liverpool,Man Utd,LIV,90,1,,2 - 0
229,19/01/2020 10:30,Liverpool,Man Utd,MU,90,0,2 - 0,2 - 0
230,21/01/2020 13:30,Bournemouth,Brighton,BOU,36,1,,3 - 1
230,21/01/2020 13:30,Bournemouth,Brighton,BOU,41,1,,3 - 1
230,21/01/2020 13:30,Bournemouth,Brighton,BOU,74,1,,3 - 1
230,21/01/2020 13:30,Bournemouth,Brighton,BHA,81,1,3 - 1,3 - 1
231,21/01/2020 13:30,Aston Villa,Watford,WAT,38,1,,2 - 1
231,21/01/2020 13:30,Aston Villa,Watford,AVL,68,1,,2 - 1
231,21/01/2020 13:30,Aston Villa,Watford,AVL,90,1,2 - 1,2 - 1
232,21/01/2020 13:30,Everton,Newcastle,EVE,30,1,,2 - 2
232,21/01/2020 13:30,Everton,Newcastle,EVE,54,1,,2 - 2
232,21/01/2020 13:30,Everton,Newcastle,NEW,90,1,,2 - 2
232,21/01/2020 13:30,Everton,Newcastle,NEW,90,1,2 - 2,2 - 2
233,21/01/2020 13:30,Sheffield Utd,Man City,MC,73,1,,0 - 1
233,21/01/2020 13:30,Sheffield Utd,Man City,SHU,90,0,0 - 1,0 - 1
234,21/01/2020 13:30,Crystal Palace,Southampton,SOU,22,1,,0 - 2
234,21/01/2020 13:30,Crystal Palace,Southampton,SOU,38,1,,0 - 2
234,21/01/2020 13:30,Crystal Palace,Southampton,CP,90,0,0 - 2,0 - 2
235,21/01/2020 14:15,Chelsea,Arsenal,CHE,28,1,,2 - 2
235,21/01/2020 14:15,Chelsea,Arsenal,ARS,63,1,,2 - 2
235,21/01/2020 14:15,Chelsea,Arsenal,CHE,84,1,,2 - 2
235,21/01/2020 14:15,Chelsea,Arsenal,ARS,87,1,2 - 2,2 - 2
236,22/01/2020 13:30,Leicester,West Ham,LC,24,1,,4 - 1
236,22/01/2020 13:30,Leicester,West Ham,LC,45,1,,4 - 1
236,22/01/2020 13:30,Leicester,West Ham,WHU,50,1,,4 - 1
236,22/01/2020 13:30,Leicester,West Ham,LC,81,1,,4 - 1
236,22/01/2020 13:30,Leicester,West Ham,LC,88,1,4 - 1,4 - 1
237,22/01/2020 13:30,Spurs,Norwich,TOT,38,1,,2 - 1
237,22/01/2020 13:30,Spurs,Norwich,NOR,70,1,,2 - 1
237,22/01/2020 13:30,Spurs,Norwich,TOT,79,1,2 - 1,2 - 1
238,22/01/2020 14:15,Man Utd,Burnley,BUR,39,1,,0 - 2
238,22/01/2020 14:15,Man Utd,Burnley,BUR,56,1,,0 - 2
238,22/01/2020 14:15,Man Utd,Burnley,MU,90,0,0 - 2,0 - 2
239,23/01/2020 14:00,Wolves,Liverpool,LIV,8,1,,1 - 2
239,23/01/2020 14:00,Wolves,Liverpool,WOL,51,1,,1 - 2
239,23/01/2020 14:00,Wolves,Liverpool,LIV,84,1,1 - 2,1 - 2
240,29/01/2020 13:45,West Ham,Liverpool,LIV,35,1,,0 - 2
240,29/01/2020 13:45,West Ham,Liverpool,LIV,52,1,,0 - 2
240,29/01/2020 13:45,West Ham,Liverpool,WHU,90,0,0 - 2,0 - 2
241,01/02/2020 06:30,Leicester,Chelsea,CHE,46,1,,2 - 2
241,01/02/2020 06:30,Leicester,Chelsea,LC,54,1,,2 - 2
241,01/02/2020 06:30,Leicester,Chelsea,LC,64,1,,2 - 2
241,01/02/2020 06:30,Leicester,Chelsea,CHE,71,1,2 - 2,2 - 2
242,01/02/2020 09:00,Bournemouth,Aston Villa,BOU,37,1,,2 - 1
242,01/02/2020 09:00,Bournemouth,Aston Villa,BOU,44,1,,2 - 1
242,01/02/2020 09:00,Bournemouth,Aston Villa,AVL,70,1,2 - 1,2 - 1
243,01/02/2020 09:00,Crystal Palace,Sheffield Utd,SHU,58,1,,0 - 1
243,01/02/2020 09:00,Crystal Palace,Sheffield Utd,CP,90,0,0 - 1,0 - 1
244,01/02/2020 09:00,Liverpool,Southampton,LIV,47,1,,4 - 0
244,01/02/2020 09:00,Liverpool,Southampton,LIV,60,1,,4 - 0
244,01/02/2020 09:00,Liverpool,Southampton,LIV,71,1,,4 - 0
244,01/02/2020 09:00,Liverpool,Southampton,LIV,90,1,,4 - 0
244,01/02/2020 09:00,Liverpool,Southampton,SOU,90,0,4 - 0,4 - 0
245,01/02/2020 09:00,Newcastle,Norwich,NEW,90,0,,0 - 0
245,01/02/2020 09:00,Newcastle,Norwich,NOR,90,0,0 - 0,0 - 0
246,01/02/2020 09:00,Watford,Everton,WAT,10,1,,2 - 3
246,01/02/2020 09:00,Watford,Everton,WAT,42,1,,2 - 3
246,01/02/2020 09:00,Watford,Everton,EVE,45,1,,2 - 3
246,01/02/2020 09:00,Watford,Everton,EVE,45,1,,2 - 3
246,01/02/2020 09:00,Watford,Everton,EVE,90,1,2 - 3,2 - 3
247,01/02/2020 09:00,West Ham,Brighton,WHU,30,1,,3 - 3
247,01/02/2020 09:00,West Ham,Brighton,WHU,45,1,,3 - 3
247,01/02/2020 09:00,West Ham,Brighton,BHA,47,1,,3 - 3
247,01/02/2020 09:00,West Ham,Brighton,WHU,57,1,,3 - 3
247,01/02/2020 09:00,West Ham,Brighton,BHA,75,1,,3 - 3
247,01/02/2020 09:00,West Ham,Brighton,BHA,79,1,3 - 3,3 - 3
248,01/02/2020 11:30,Man Utd,Wolves,MU,90,0,,0 - 0
248,01/02/2020 11:30,Man Utd,Wolves,WOL,90,0,0 - 0,0 - 0
249,02/02/2020 08:00,Burnley,Arsenal,BUR,90,0,,0 - 0
249,02/02/2020 08:00,Burnley,Arsenal,ARS,90,0,0 - 0,0 - 0
250,02/02/2020 10:30,Spurs,Man City,TOT,63,1,,2 - 0
250,02/02/2020 10:30,Spurs,Man City,TOT,71,1,,2 - 0
250,02/02/2020 10:30,Spurs,Man City,MC,90,0,2 - 0,2 - 0
251,08/02/2020 06:30,Everton,Crystal Palace,EVE,18,1,,3 - 1
251,08/02/2020 06:30,Everton,Crystal Palace,CP,51,1,,3 - 1
251,08/02/2020 06:30,Everton,Crystal Palace,EVE,58,1,,3 - 1
251,08/02/2020 06:30,Everton,Crystal Palace,EVE,88,1,3 - 1,3 - 1
252,08/02/2020 11:30,Brighton,Watford,WAT,19,1,,1 - 1
252,08/02/2020 11:30,Brighton,Watford,BHA,78,1,1 - 1,1 - 1
253,09/02/2020 08:00,Sheffield Utd,Bournemouth,BOU,13,1,,2 - 1
253,09/02/2020 08:00,Sheffield Utd,Bournemouth,SHU,45,1,,2 - 1
253,09/02/2020 08:00,Sheffield Utd,Bournemouth,SHU,84,1,2 - 1,2 - 1
254,14/02/2020 14:00,Wolves,Leicester,WOL,90,0,,0 - 0
254,14/02/2020 14:00,Wolves,Leicester,LC,90,0,0 - 0,0 - 0
255,15/02/2020 06:30,Southampton,Burnley,BUR,2,1,,1 - 2
255,15/02/2020 06:30,Southampton,Burnley,SOU,18,1,,1 - 2
255,15/02/2020 06:30,Southampton,Burnley,BUR,60,1,1 - 2,1 - 2
256,15/02/2020 11:30,Norwich,Liverpool,LIV,78,1,,0 - 1
256,15/02/2020 11:30,Norwich,Liverpool,NOR,90,0,0 - 1,0 - 1
257,16/02/2020 08:00,Aston Villa,Spurs,AVL,9,1,,2 - 3
257,16/02/2020 08:00,Aston Villa,Spurs,TOT,27,1,,2 - 3
257,16/02/2020 08:00,Aston Villa,Spurs,TOT,45,1,,2 - 3
257,16/02/2020 08:00,Aston Villa,Spurs,AVL,53,1,,2 - 3
257,16/02/2020 08:00,Aston Villa,Spurs,TOT,90,1,2 - 3,2 - 3
258,16/02/2020 10:30,Arsenal,Newcastle,ARS,54,1,,4 - 0
258,16/02/2020 10:30,Arsenal,Newcastle,ARS,57,1,,4 - 0
258,16/02/2020 10:30,Arsenal,Newcastle,ARS,90,1,,4 - 0
258,16/02/2020 10:30,Arsenal,Newcastle,ARS,90,1,,4 - 0
258,16/02/2020 10:30,Arsenal,Newcastle,NEW,90,0,4 - 0,4 - 0
259,17/02/2020 14:00,Chelsea,Man Utd,MU,45,1,,0 - 2
259,17/02/2020 14:00,Chelsea,Man Utd,MU,66,1,,0 - 2
259,17/02/2020 14:00,Chelsea,Man Utd,CHE,90,0,0 - 2,0 - 2
260,19/02/2020 13:30,Man City,West Ham,MC,30,1,,2 - 0
260,19/02/2020 13:30,Man City,West Ham,MC,62,1,,2 - 0
260,19/02/2020 13:30,Man City,West Ham,WHU,90,0,2 - 0,2 - 0
261,22/02/2020 06:30,Chelsea,Spurs,CHE,15,1,,2 - 1
261,22/02/2020 06:30,Chelsea,Spurs,CHE,48,1,,2 - 1
261,22/02/2020 06:30,Chelsea,Spurs,TOT,89,1,2 - 1,2 - 1
262,22/02/2020 09:00,Burnley,Bournemouth,BUR,53,1,,3 - 0
262,22/02/2020 09:00,Burnley,Bournemouth,BUR,61,1,,3 - 0
262,22/02/2020 09:00,Burnley,Bournemouth,BUR,87,1,,3 - 0
262,22/02/2020 09:00,Burnley,Bournemouth,BOU,90,0,3 - 0,3 - 0
263,22/02/2020 09:00,Crystal Palace,Newcastle,CP,44,1,,1 - 0
263,22/02/2020 09:00,Crystal Palace,Newcastle,NEW,90,0,1 - 0,1 - 0
264,22/02/2020 09:00,Sheffield Utd,Brighton,SHU,26,1,,1 - 1
264,22/02/2020 09:00,Sheffield Utd,Brighton,BHA,30,1,1 - 1,1 - 1
265,22/02/2020 09:00,Southampton,Aston Villa,SOU,8,1,,2 - 0
265,22/02/2020 09:00,Southampton,Aston Villa,SOU,90,1,,2 - 0
265,22/02/2020 09:00,Southampton,Aston Villa,AVL,90,0,2 - 0,2 - 0
266,22/02/2020 11:30,Leicester,Man City,MC,80,1,,0 - 1
266,22/02/2020 11:30,Leicester,Man City,LC,90,0,0 - 1,0 - 1
267,23/02/2020 08:00,Man Utd,Watford,MU,42,1,,3 - 0
267,23/02/2020 08:00,Man Utd,Watford,MU,58,1,,3 - 0
267,23/02/2020 08:00,Man Utd,Watford,MU,75,1,,3 - 0
267,23/02/2020 08:00,Man Utd,Watford,WAT,90,0,3 - 0,3 - 0
268,23/02/2020 08:00,Wolves,Norwich,WOL,19,1,,3 - 0
268,23/02/2020 08:00,Wolves,Norwich,WOL,30,1,,3 - 0
268,23/02/2020 08:00,Wolves,Norwich,WOL,50,1,,3 - 0
268,23/02/2020 08:00,Wolves,Norwich,NOR,90,0,3 - 0,3 - 0
269,23/02/2020 10:30,Arsenal,Everton,EVE,1,1,,3 - 2
269,23/02/2020 10:30,Arsenal,Everton,ARS,27,1,,3 - 2
269,23/02/2020 10:30,Arsenal,Everton,ARS,33,1,,3 - 2
269,23/02/2020 10:30,Arsenal,Everton,EVE,45,1,,3 - 2
269,23/02/2020 10:30,Arsenal,Everton,ARS,46,1,3 - 2,3 - 2
270,24/02/2020 14:00,Liverpool,West Ham,LIV,9,1,,3 - 2
270,24/02/2020 14:00,Liverpool,West Ham,WHU,12,1,,3 - 2
270,24/02/2020 14:00,Liverpool,West Ham,WHU,54,1,,3 - 2
270,24/02/2020 14:00,Liverpool,West Ham,LIV,68,1,,3 - 2
270,24/02/2020 14:00,Liverpool,West Ham,LIV,81,1,3 - 2,3 - 2
271,28/02/2020 14:00,Norwich,Leicester,NOR,70,1,,1 - 0
271,28/02/2020 14:00,Norwich,Leicester,LC,90,0,1 - 0,1 - 0
272,29/02/2020 06:30,Brighton,Crystal Palace,CP,70,1,,0 - 1
272,29/02/2020 06:30,Brighton,Crystal Palace,BHA,90,0,0 - 1,0 - 1
273,29/02/2020 09:00,Bournemouth,Chelsea,CHE,33,1,,2 - 2
273,29/02/2020 09:00,Bournemouth,Chelsea,BOU,54,1,,2 - 2
273,29/02/2020 09:00,Bournemouth,Chelsea,BOU,57,1,,2 - 2
273,29/02/2020 09:00,Bournemouth,Chelsea,CHE,85,1,2 - 2,2 - 2
274,29/02/2020 09:00,Newcastle,Burnley,NEW,90,0,,0 - 0
274,29/02/2020 09:00,Newcastle,Burnley,BUR,90,0,0 - 0,0 - 0
275,29/02/2020 09:00,West Ham,Southampton,WHU,15,1,,3 - 1
275,29/02/2020 09:00,West Ham,Southampton,SOU,31,1,,3 - 1
275,29/02/2020 09:00,West Ham,Southampton,WHU,40,1,,3 - 1
275,29/02/2020 09:00,West Ham,Southampton,WHU,54,1,3 - 1,3 - 1
276,29/02/2020 11:30,Watford,Liverpool,WAT,54,1,,3 - 0
276,29/02/2020 11:30,Watford,Liverpool,WAT,60,1,,3 - 0
276,29/02/2020 11:30,Watford,Liverpool,WAT,72,1,,3 - 0
276,29/02/2020 11:30,Watford,Liverpool,LIV,90,0,3 - 0,3 - 0
277,01/03/2020 08:00,Everton,Man Utd,EVE,3,1,,1 - 1
277,01/03/2020 08:00,Everton,Man Utd,MU,31,1,1 - 1,1 - 1
278,01/03/2020 08:00,Spurs,Wolves,TOT,13,1,,2 - 3
278,01/03/2020 08:00,Spurs,Wolves,WOL,27,1,,2 - 3
278,01/03/2020 08:00,Spurs,Wolves,TOT,45,1,,2 - 3
278,01/03/2020 08:00,Spurs,Wolves,WOL,57,1,,2 - 3
278,01/03/2020 08:00,Spurs,Wolves,WOL,73,1,2 - 3,2 - 3
279,07/03/2020 06:30,Liverpool,Bournemouth,BOU,9,1,,2 - 1
279,07/03/2020 06:30,Liverpool,Bournemouth,LIV,24,1,,2 - 1
279,07/03/2020 06:30,Liverpool,Bournemouth,LIV,33,1,2 - 1,2 - 1
280,07/03/2020 09:00,Arsenal,West Ham,ARS,78,1,,1 - 0
280,07/03/2020 09:00,Arsenal,West Ham,WHU,90,0,1 - 0,1 - 0
281,07/03/2020 09:00,Crystal Palace,Watford,CP,28,1,,1 - 0
281,07/03/2020 09:00,Crystal Palace,Watford,WAT,90,0,1 - 0,1 - 0
282,07/03/2020 09:00,Sheffield Utd,Norwich,SHU,36,1,,1 - 0
282,07/03/2020 09:00,Sheffield Utd,Norwich,NOR,90,0,1 - 0,1 - 0
283,07/03/2020 09:00,Southampton,Newcastle,NEW,79,1,,0 - 1
283,07/03/2020 09:00,Southampton,Newcastle,SOU,90,0,0 - 1,0 - 1
284,07/03/2020 09:00,Wolves,Brighton,WOL,90,0,,0 - 0
284,07/03/2020 09:00,Wolves,Brighton,BHA,90,0,0 - 0,0 - 0
285,07/03/2020 11:30,Burnley,Spurs,BUR,13,1,,1 - 1
285,07/03/2020 11:30,Burnley,Spurs,TOT,50,1,1 - 1,1 - 1
286,08/03/2020 09:00,Chelsea,Everton,CHE,14,1,,4 - 0
286,08/03/2020 09:00,Chelsea,Everton,CHE,21,1,,4 - 0
286,08/03/2020 09:00,Chelsea,Everton,CHE,51,1,,4 - 0
286,08/03/2020 09:00,Chelsea,Everton,CHE,54,1,,4 - 0
286,08/03/2020 09:00,Chelsea,Everton,EVE,90,0,4 - 0,4 - 0
287,08/03/2020 11:30,Man Utd,Man City,MU,30,1,,2 - 0
287,08/03/2020 11:30,Man Utd,Man City,MU,90,1,,2 - 0
287,08/03/2020 11:30,Man Utd,Man City,MC,90,0,2 - 0,2 - 0
288,09/03/2020 15:00,Leicester,Aston Villa,LC,40,1,,4 - 0
288,09/03/2020 15:00,Leicester,Aston Villa,LC,63,1,,4 - 0
288,09/03/2020 15:00,Leicester,Aston Villa,LC,79,1,,4 - 0
288,09/03/2020 15:00,Leicester,Aston Villa,LC,85,1,,4 - 0
288,09/03/2020 15:00,Leicester,Aston Villa,AVL,90,0,4 - 0,4 - 0
